,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
0,2015-01-01,2015,1,1,-7.9,-22.9,-15.4
1,2015-01-02,2015,1,2,-4.7,-20.1,-12.4
2,2015-01-03,2015,1,3,-14.6,-27.6,-21.1
3,2015-01-04,2015,1,4,-7.8,-27.6,-17.7
4,2015-01-05,2015,1,5,-1.0,-17.4,-9.2
5,2015-01-06,2015,1,6,-4.8,-16.4,-10.6
6,2015-01-07,2015,1,7,-16.2,-22.2,-19.2
7,2015-01-08,2015,1,8,-17.7,-25.2,-21.5
8,2015-01-09,2015,1,9,-2.5,-19.3,-10.9
9,2015-01-10,2015,1,10,-8.1,-19.3,-13.7
10,2015-01-11,2015,1,11,,-40.0,
11,2015-01-12,2015,1,12,,,
12,2015-01-13,2015,1,13,,,
13,2015-01-14,2015,1,14,,,
14,2015-01-15,2015,1,15,,,
15,2015-01-16,2015,1,16,-3.1,,
16,2015-01-17,2015,1,17,-1.3,-20.5,-10.9
17,2015-01-18,2015,1,18,2.1,-21.3,-9.6
18,2015-01-19,2015,1,19,2.8,-2.6,0.1
19,2015-01-20,2015,1,20,2.4,-4.7,-1.2
20,2015-01-21,2015,1,21,-4.5,-11.7,-8.1
21,2015-01-22,2015,1,22,-8.0,-15.6,-11.8
22,2015-01-23,2015,1,23,-6.7,-18.8,-12.8
23,2015-01-24,2015,1,24,-3.4,-20.6,-12.0
24,2015-01-25,2015,1,25,4.6,-7.2,-1.3
25,2015-01-26,2015,1,26,-6.7,-18.9,-12.8
26,2015-01-27,2015,1,27,-12.9,-23.1,-18.0
27,2015-01-28,2015,1,28,-5.5,-22.4,-14.0
28,2015-01-29,2015,1,29,-4.2,-14.3,-9.3
29,2015-01-30,2015,1,30,-6.3,-11.2,-8.8
30,2015-01-31,2015,1,31,-3.0,-8.7,-5.9
31,2015-02-01,2015,2,1,0.3,-4.6,-2.2
32,2015-02-02,2015,2,2,-4.4,-22.6,-13.5
33,2015-02-03,2015,2,3,2.8,-28.5,-12.9
34,2015-02-04,2015,2,4,-18.5,-22.6,-20.6
35,2015-02-05,2015,2,5,-2.5,-24.4,-13.5
36,2015-02-06,2015,2,6,-2.5,-20.7,-11.6
37,2015-02-07,2015,2,7,-13.4,-21.5,-17.5
38,2015-02-08,2015,2,8,-18.7,-24.4,-21.6
39,2015-02-09,2015,2,9,-17.9,-27.4,-22.7
40,2015-02-10,2015,2,10,,,
41,2015-02-11,2015,2,11,,,
42,2015-02-12,2015,2,12,,,
43,2015-02-13,2015,2,13,,,
44,2015-02-14,2015,2,14,,,
45,2015-02-15,2015,2,15,,,
46,2015-02-16,2015,2,16,,,
47,2015-02-17,2015,2,17,,,
48,2015-02-18,2015,2,18,,,
49,2015-02-19,2015,2,19,,,
50,2015-02-20,2015,2,20,,,
51,2015-02-21,2015,2,21,,,
52,2015-02-22,2015,2,22,,,
53,2015-02-23,2015,2,23,,,
54,2015-02-24,2015,2,24,,,
55,2015-02-25,2015,2,25,,,
56,2015-02-26,2015,2,26,,,
57,2015-02-27,2015,2,27,,,
58,2015-02-28,2015,2,28,,,
59,2015-03-01,2015,3,1,,,
60,2015-03-02,2015,3,2,,,
61,2015-03-03,2015,3,3,,,
62,2015-03-04,2015,3,4,,,
63,2015-03-05,2015,3,5,,,
64,2015-03-06,2015,3,6,,,
65,2015-03-07,2015,3,7,,,
66,2015-03-08,2015,3,8,,,
67,2015-03-09,2015,3,9,,,
68,2015-03-10,2015,3,10,,,
69,2015-03-11,2015,3,11,,,
70,2015-03-12,2015,3,12,,,
71,2015-03-13,2015,3,13,,,
72,2015-03-14,2015,3,14,,,
73,2015-03-15,2015,3,15,,,
74,2015-03-16,2015,3,16,,,
75,2015-03-17,2015,3,17,,,
76,2015-03-18,2015,3,18,,,
77,2015-03-19,2015,3,19,,,
78,2015-03-20,2015,3,20,,,
79,2015-03-21,2015,3,21,,,
80,2015-03-22,2015,3,22,,,
81,2015-03-23,2015,3,23,,,
82,2015-03-24,2015,3,24,,,
83,2015-03-25,2015,3,25,,,
84,2015-03-26,2015,3,26,,,
85,2015-03-27,2015,3,27,,,
86,2015-03-28,2015,3,28,,,
87,2015-03-29,2015,3,29,,,
88,2015-03-30,2015,3,30,,,
89,2015-03-31,2015,3,31,,,
90,2015-04-01,2015,4,1,,,
91,2015-04-02,2015,4,2,,,
92,2015-04-03,2015,4,3,,,
93,2015-04-04,2015,4,4,,,
94,2015-04-05,2015,4,5,,,
95,2015-04-06,2015,4,6,,,
96,2015-04-07,2015,4,7,,,
97,2015-04-08,2015,4,8,,,
98,2015-04-09,2015,4,9,,,
99,2015-04-10,2015,4,10,,,
100,2015-04-11,2015,4,11,,,
101,2015-04-12,2015,4,12,,,
102,2015-04-13,2015,4,13,,,
103,2015-04-14,2015,4,14,,,
104,2015-04-15,2015,4,15,,,
105,2015-04-16,2015,4,16,,,
106,2015-04-17,2015,4,17,,,
107,2015-04-18,2015,4,18,,,
108,2015-04-19,2015,4,19,,,
109,2015-04-20,2015,4,20,,,
110,2015-04-21,2015,4,21,,,
111,2015-04-22,2015,4,22,,,
112,2015-04-23,2015,4,23,,,
113,2015-04-24,2015,4,24,,,
114,2015-04-25,2015,4,25,,,
115,2015-04-26,2015,4,26,,,
116,2015-04-27,2015,4,27,,,
117,2015-04-28,2015,4,28,,,
118,2015-04-29,2015,4,29,,,
119,2015-04-30,2015,4,30,,,
120,2015-05-01,2015,5,1,,,
121,2015-05-02,2015,5,2,,,
122,2015-05-03,2015,5,3,,,
123,2015-05-04,2015,5,4,,,
124,2015-05-05,2015,5,5,,,
125,2015-05-06,2015,5,6,,,
126,2015-05-07,2015,5,7,,,
127,2015-05-08,2015,5,8,,,
128,2015-05-09,2015,5,9,,,
129,2015-05-10,2015,5,10,,,
130,2015-05-11,2015,5,11,,,
131,2015-05-12,2015,5,12,,,
132,2015-05-13,2015,5,13,,,
133,2015-05-14,2015,5,14,,,
134,2015-05-15,2015,5,15,,,
135,2015-05-16,2015,5,16,,,
136,2015-05-17,2015,5,17,,,
137,2015-05-18,2015,5,18,,,
138,2015-05-19,2015,5,19,,,
139,2015-05-20,2015,5,20,,,
140,2015-05-21,2015,5,21,,,
141,2015-05-22,2015,5,22,,,
142,2015-05-23,2015,5,23,,,
143,2015-05-24,2015,5,24,,,
144,2015-05-25,2015,5,25,,,
145,2015-05-26,2015,5,26,,,
146,2015-05-27,2015,5,27,,,
147,2015-05-28,2015,5,28,,,
148,2015-05-29,2015,5,29,,,
149,2015-05-30,2015,5,30,,,
150,2015-05-31,2015,5,31,,,
151,2015-06-01,2015,6,1,,,
152,2015-06-02,2015,6,2,,,
153,2015-06-03,2015,6,3,,,
154,2015-06-04,2015,6,4,,,
155,2015-06-05,2015,6,5,,,
156,2015-06-06,2015,6,6,,,
157,2015-06-07,2015,6,7,,,
158,2015-06-08,2015,6,8,,,
159,2015-06-09,2015,6,9,,,
160,2015-06-10,2015,6,10,,,
161,2015-06-11,2015,6,11,,,
162,2015-06-12,2015,6,12,,,
163,2015-06-13,2015,6,13,,,
164,2015-06-14,2015,6,14,,,
165,2015-06-15,2015,6,15,,,
166,2015-06-16,2015,6,16,,,
167,2015-06-17,2015,6,17,,,
168,2015-06-18,2015,6,18,,,
169,2015-06-19,2015,6,19,,,
170,2015-06-20,2015,6,20,,,
171,2015-06-21,2015,6,21,,,
172,2015-06-22,2015,6,22,,,
173,2015-06-23,2015,6,23,,,
174,2015-06-24,2015,6,24,,,
175,2015-06-25,2015,6,25,,,
176,2015-06-26,2015,6,26,,,
177,2015-06-27,2015,6,27,,,
178,2015-06-28,2015,6,28,,,
179,2015-06-29,2015,6,29,,,
180,2015-06-30,2015,6,30,,,
181,2015-07-01,2015,7,1,,,
182,2015-07-02,2015,7,2,,,
183,2015-07-03,2015,7,3,,,
184,2015-07-04,2015,7,4,,,
185,2015-07-05,2015,7,5,,,
186,2015-07-06,2015,7,6,,,
187,2015-07-07,2015,7,7,,,
188,2015-07-08,2015,7,8,,,
189,2015-07-09,2015,7,9,,,
190,2015-07-10,2015,7,10,,,
191,2015-07-11,2015,7,11,,,
192,2015-07-12,2015,7,12,,,
193,2015-07-13,2015,7,13,,,
194,2015-07-14,2015,7,14,,,
195,2015-07-15,2015,7,15,,,
196,2015-07-16,2015,7,16,,,
197,2015-07-17,2015,7,17,,,
198,2015-07-18,2015,7,18,,,
199,2015-07-19,2015,7,19,,,
200,2015-07-20,2015,7,20,,,
201,2015-07-21,2015,7,21,,,
202,2015-07-22,2015,7,22,,,
203,2015-07-23,2015,7,23,,,
204,2015-07-24,2015,7,24,,,
205,2015-07-25,2015,7,25,,,
206,2015-07-26,2015,7,26,,,
207,2015-07-27,2015,7,27,,,
208,2015-07-28,2015,7,28,,,
209,2015-07-29,2015,7,29,,,
210,2015-07-30,2015,7,30,,,
211,2015-07-31,2015,7,31,,,
212,2015-08-01,2015,8,1,,,
213,2015-08-02,2015,8,2,,,
214,2015-08-03,2015,8,3,,,
215,2015-08-04,2015,8,4,,,
216,2015-08-05,2015,8,5,,,
217,2015-08-06,2015,8,6,,,
218,2015-08-07,2015,8,7,,,
219,2015-08-08,2015,8,8,,,
220,2015-08-09,2015,8,9,,,
221,2015-08-10,2015,8,10,,,
222,2015-08-11,2015,8,11,,,
223,2015-08-12,2015,8,12,,,
224,2015-08-13,2015,8,13,,,
225,2015-08-14,2015,8,14,,,
226,2015-08-15,2015,8,15,,,
227,2015-08-16,2015,8,16,,,
228,2015-08-17,2015,8,17,,,
229,2015-08-18,2015,8,18,,,
230,2015-08-19,2015,8,19,,,
231,2015-08-20,2015,8,20,,,
232,2015-08-21,2015,8,21,,,
233,2015-08-22,2015,8,22,,,
234,2015-08-23,2015,8,23,,,
235,2015-08-24,2015,8,24,,,
236,2015-08-25,2015,8,25,,,
237,2015-08-26,2015,8,26,,,
238,2015-08-27,2015,8,27,,,
239,2015-08-28,2015,8,28,,,
240,2015-08-29,2015,8,29,,,
241,2015-08-30,2015,8,30,,,
242,2015-08-31,2015,8,31,,,
243,2015-09-01,2015,9,1,,,
244,2015-09-02,2015,9,2,,,
245,2015-09-03,2015,9,3,15.5,6.6,11.1
246,2015-09-04,2015,9,4,14.3,3.0,8.7
247,2015-09-05,2015,9,5,15.1,4.3,9.7
248,2015-09-06,2015,9,6,14.1,6.0,10.1
